selected,Date,Type,No.,Payee,Category,Total,Approval Status,Action
,02/25/2025,Expense,,,Employee Benefits - Retirement,479.42,,
,02/11/2025,Expense,,,Employee Benefits - Retirement,483.92,,
,01/28/2025,Expense,,,Employee Benefits - Retirement,432.8,,
,01/14/2025,Expense,,,Employee Benefits - Retirement,248.04,,
,12/31/2024,Expense,,,Employee Benefits - Retirement,410.84,,
,12/17/2024,Expense,,,Employee Benefits - Retirement,283.71,,
,12/03/2024,Expense,,,Employee Benefits - Retirement,384.5,,
,11/19/2024,Expense,,,Employee Benefits - Retirement,363.68,,
,11/05/2024,Expense,,,Employee Benefits - Retirement,365.76,,
,10/22/2024,Expense,,,Employee Benefits - Retirement,252.52,,
,10/08/2024,Expense,,,Employee Benefits - Retirement,231.42,,
,09/24/2024,Expense,,,Employee Benefits - Retirement,62.71,,
,09/10/2024,Expense,,,Employee Benefits - Retirement,221.3,,
,08/27/2024,Expense,,,Employee Benefits - Retirement,223.86,,
,04/16/2025,Expense,,Lugg On-Demand Moving & Delivery,Owner Pay & Personal Expenses,214.45,,
,04/16/2025,Expense,,Lugg On-Demand Moving & Delivery,Owner Pay & Personal Expenses,155.8,,
,02/26/2025,Expense,,PayPal,Owner Pay & Personal Expenses,18504,,
,02/25/2025,Expense,,PayPal,Owner Pay & Personal Expenses,18502,,
,02/25/2025,Expense,,PayPal,Owner Pay & Personal Expenses,12135,,
,01/30/2025,Expense,,Suica,Owner Pay & Personal Expenses,7.12,,
,01/30/2025,Expense,,Suica,Owner Pay & Personal Expenses,3.24,,
,01/22/2025,Expense,,PayPal,Owner Pay & Personal Expenses,10000,,
,01/17/2025,Expense,,Direct Fairways,Owner Pay & Personal Expenses,799,,
,12/30/2024,Expense,,Anderson M,Owner Pay & Personal Expenses,9000,,
,12/11/2024,Expense,,Anderson M,Owner Pay & Personal Expenses,3000,,
,11/13/2024,Expense,,PayPal,Owner Pay & Personal Expenses,10000,,
,11/07/2024,Expense,,Lugg On-Demand Moving & Delivery,Owner Pay & Personal Expenses,178,,
,11/04/2024,Expense,,,Owner Pay & Personal Expenses,57.78,,
,11/02/2024,Expense,,Lugg On-Demand Moving & Delivery,Owner Pay & Personal Expenses,328,,
,11/01/2024,Expense,,Direct Fairways,Owner Pay & Personal Expenses,799,,
,10/21/2024,Expense,,,Owner Pay & Personal Expenses,46.7,,
,10/15/2024,Expense,,,Owner Pay & Personal Expenses,45,,
,10/15/2024,Expense,,,Owner Pay & Personal Expenses,30,,
,10/09/2024,Expense,,,Owner Pay & Personal Expenses,34,,
,10/07/2024,Expense,,,Owner Pay & Personal Expenses,28,,
,10/02/2024,Expense,,,Owner Pay & Personal Expenses,45,,
,10/01/2024,Expense,,,Owner Pay & Personal Expenses,26,,
,09/30/2024,Expense,,,Owner Pay & Personal Expenses,45,,
,09/30/2024,Expense,,,Owner Pay & Personal Expenses,150,,
,09/20/2024,Expense,,,Owner Pay & Personal Expenses,65,,
,09/18/2024,Expense,,,Owner Pay & Personal Expenses,50,,
,09/18/2024,Expense,,,Owner Pay & Personal Expenses,105,,
,09/16/2024,Expense,,Anderson M,Owner Pay & Personal Expenses,4500,,
,09/13/2024,Expense,,,Owner Pay & Personal Expenses,25,,
,09/11/2024,Expense,,,Owner Pay & Personal Expenses,45,,
,09/11/2024,Expense,,,Owner Pay & Personal Expenses,150,,
,09/03/2024,Expense,,,Owner Pay & Personal Expenses,135,,
,09/03/2024,Expense,,Anderson M,Owner Pay & Personal Expenses,4500,,
,08/31/2024,Expense,,Abel Guitar,Owner Pay & Personal Expenses,750,,
,08/23/2024,Expense,,Direct Fairways,Owner Pay & Personal Expenses,799,,
,08/15/2024,Expense,,Anderson M,Owner Pay & Personal Expenses,4500,,
,08/12/2024,Expense,,,Owner Pay & Personal Expenses,43.25,,
,08/11/2024,Expense,,,Owner Pay & Personal Expenses,108.13,,
,08/01/2024,Expense,,Anderson M,Owner Pay & Personal Expenses,4500,,
,07/31/2024,Expense,,Abel Guitar,Owner Pay & Personal Expenses,750,,
,07/19/2024,Expense,,,Owner Pay & Personal Expenses,1105,,
,07/15/2024,Expense,,Anderson M,Owner Pay & Personal Expenses,4500,,
,07/01/2024,Expense,,Anderson M,Owner Pay & Personal Expenses,4500,,
,06/30/2024,Expense,,Abel Guitar,Owner Pay & Personal Expenses,750,,
,06/17/2024,Expense,,Anderson M,Owner Pay & Personal Expenses,4500,,
,06/11/2024,Expense,,Direct Fairways,Owner Pay & Personal Expenses,799,,
,06/03/2024,Expense,,Anderson M,Owner Pay & Personal Expenses,4500,,
,05/31/2024,Expense,,Abel Guitar,Owner Pay & Personal Expenses,750,,
,05/15/2024,Expense,,Anderson M,Owner Pay & Personal Expenses,4500,,
,05/13/2024,Expense,,Anderson M,Owner Pay & Personal Expenses,902.24,,
,05/09/2024,Expense,,Lugg On-Demand Moving & Delivery,Owner Pay & Personal Expenses,106,,
,05/06/2024,Expense,,Watch Repair,Owner Pay & Personal Expenses,27.17,,
,05/01/2024,Expense,,Housing American Family,--Split--,150,,
,05/01/2024,Expense,,,Owner Pay & Personal Expenses,4500,,
,04/30/2024,Expense,,Abel Guitar,Owner Pay & Personal Expenses,750,,
,04/16/2025,Expense,,Zach Wagner,Owner Investment,1000,,
,04/16/2025,Expense,,Zach Wagner,Owner Investment,1000,,
,12/30/2024,Expense,,Zach Wagner,Owner Investment,8000,,
,05/10/2024,Credit Card Credit,,,--Split--,-569.55,,
,03/15/2025,Expense,,PI Shop Inc,Office Expense,395.85,,
,11/05/2024,Expense,,West Elm Outlet Furniture,Office Expense,1453.16,,
,09/24/2024,Expense,,Harland Clarke (ck printer),Office Expense,63.74,,
,05/09/2024,Expense,,West Elm Outlet Furniture,--Split--,615.66,,
,07/25/2024,Expense,,InBody USA,Med Spa Equipment - Body Fat %,14850.97,,
,04/18/2025,Expense,,DoorDash,--Split--,105.62,,
,04/18/2025,Expense,,DoorDash,--Split--,115.75,,
,04/16/2025,Expense,,Panera Bread,--Split--,41.77,,
,04/11/2025,Expense,,DoorDash,--Split--,227.5,,
,04/11/2025,Expense,,DoorDash,--Split--,47.19,,
,04/07/2025,Expense,,DoorDash,--Split--,9.99,,
,04/04/2025,Expense,,DoorDash,--Split--,92.82,,
,04/03/2025,Expense,,DoorDash,--Split--,150.37,,
,04/01/2025,Expense,,McDonald's,--Split--,50.41,,
,03/28/2025,Expense,,DoorDash,--Split--,83.6,,
,03/28/2025,Expense,,DoorDash,--Split--,109.34,,
,03/27/2025,Expense,,La Guagua Restaurant,--Split--,154.81,,
,03/26/2025,Expense,,Raising Cane's Chicken Fingers,--Split--,41.39,,
,03/26/2025,Expense,,One Lake Cafe,Meals,9.94,,
,03/25/2025,Expense,,Cultivé Frozen Yogurt,--Split--,53.96,,
,03/21/2025,Expense,,DoorDash,--Split--,128.43,,
,03/20/2025,Expense,,In-N-Out Burger,--Split--,74.55,,
,03/18/2025,Expense,,One Lake Cafe,Meals,30.53,,
,03/15/2025,Expense,,DoorDash,--Split--,70.16,,
,03/13/2025,Expense,,Outback Steakhouse,--Split--,144.13,,
,03/08/2025,Expense,,DoorDash,--Split--,78.33,,
,03/07/2025,Expense,,Kazan Japanese Cuisine,--Split--,145.64,,
,03/07/2025,Expense,,DoorDash,--Split--,9.99,,
,03/02/2025,Expense,,DoorDash,--Split--,59.2,,
,03/01/2025,Expense,,DoorDash,--Split--,113.44,,
,03/01/2025,Expense,,DoorDash,--Split--,91.31,,
,02/27/2025,Expense,,Queen Donut,--Split--,11.5,,
,02/26/2025,Expense,,DoorDash,--Split--,64.65,,
,02/21/2025,Expense,,Olive Garden Italian Restaurants,--Split--,166.5,,
,02/21/2025,Expense,,DoorDash,--Split--,57.78,,
,02/21/2025,Expense,,DoorDash,--Split--,162.59,,
,02/14/2025,Expense,,DoorDash,--Split--,129.33,,
,02/14/2025,Expense,,DoorDash,--Split--,137.21,,
,02/12/2025,Expense,,One Lake Cafe,Meals,31.43,,
,02/12/2025,Expense,,Crumbl - Vacaville,--Split--,41.35,,
,02/10/2025,Expense,,DoorDash,--Split--,51.61,,
,02/08/2025,Expense,,DoorDash,--Split--,110.45,,
,02/07/2025,Expense,,Del Mar,Meals,67.89,,
,02/07/2025,Expense,,DoorDash,--Split--,9.99,,
,02/01/2025,Expense,,DoorDash,--Split--,114.41,,
,02/01/2025,Expense,,DoorDash,--Split--,59.62,,
,01/29/2025,Expense,,DoorDash,--Split--,23.39,,
,01/25/2025,Expense,,DoorDash,--Split--,82.88,,
,01/19/2025,Expense,,DoorDash,--Split--,107.59,,
,01/19/2025,Expense,,DoorDash,--Split--,9.34,,
,01/19/2025,Expense,,DoorDash,--Split--,12.25,,
,01/18/2025,Expense,,DoorDash,--Split--,83.87,,
,01/18/2025,Expense,,DoorDash,--Split--,37.26,,
,01/18/2025,Expense,,DoorDash,--Split--,70.38,,
,01/15/2025,Expense,,DoorDash,--Split--,43.1,,
,01/10/2025,Expense,,DoorDash,--Split--,107,,
,01/10/2025,Expense,,DoorDash,--Split--,52.89,,
,01/07/2025,Expense,,Raising Cane's Chicken Fingers,--Split--,39.23,,
,01/07/2025,Expense,,DoorDash,--Split--,9.99,,
,01/04/2025,Expense,,DoorDash,--Split--,181.43,,
,01/04/2025,Expense,,DoorDash,--Split--,52.99,,
,01/01/2025,Expense,,DoorDash,--Split--,54.42,,
,12/31/2024,Expense,,DoorDash,--Split--,70.35,,
,12/22/2024,Expense,,DoorDash,--Split--,70.9,,
,12/20/2024,Expense,,7-Eleven,--Split--,20.42,,
,12/20/2024,Expense,,Wingstop,--Split--,179.12,,
,12/18/2024,Expense,,Fuso Restaurant,Meals,947.35,,
,12/18/2024,Expense,,Fuso Restaurant,Meals,947.36,,
,12/16/2024,Expense,,DoorDash,--Split--,41.69,,
,12/14/2024,Expense,,DoorDash,--Split--,118.3,,
,12/14/2024,Expense,,DoorDash,--Split--,37.81,,
,12/13/2024,Expense,,Raising Cane's Chicken Fingers,Meals,29.39,,
,12/11/2024,Expense,,Raising Cane's Chicken Fingers,--Split--,33.66,,
,12/07/2024,Expense,,DoorDash,--Split--,89.08,,
,12/02/2024,Expense,,Journey Coffee Co,--Split--,7.5,,
,11/30/2024,Expense,,DoorDash,--Split--,78.23,,
,11/27/2024,Expense,,DoorDash,--Split--,133.28,,
,11/27/2024,Expense,,DoorDash,--Split--,43.16,,
,11/23/2024,Expense,,DoorDash,--Split--,43.14,,
,11/19/2024,Expense,,Gott's Roadside,Meals,64.37,,
,11/16/2024,Expense,,Safeway,Meals,42.88,,
,11/16/2024,Expense,,DoorDash,--Split--,37.36,,
,11/16/2024,Expense,,DoorDash,--Split--,87.36,,
,11/15/2024,Expense,,Gott's Roadside,Meals,107.31,,
,11/09/2024,Expense,,DoorDash,--Split--,63.64,,
,11/09/2024,Expense,,DoorDash,--Split--,130.38,,
,11/09/2024,Expense,,DoorDash,--Split--,48.27,,
,11/01/2024,Expense,,La Borgata Italian Deli,--Split--,52,,
,10/31/2024,Expense,,,Meals,1800,,
,10/31/2024,Expense,,The Main Grape,--Split--,53.41,,
,10/29/2024,Expense,,,Meals,305,,
,10/29/2024,Expense,,Raising Cane's Chicken Fingers,--Split--,38.9,,
,10/28/2024,Expense,,Starbucks,--Split--,13.2,,
,10/23/2024,Expense,,Chipotle,--Split--,117.3,,
,10/23/2024,Expense,,Chipotle,--Split--,13.41,,
,10/21/2024,Expense,,,Meals,156,,
,10/18/2024,Expense,,La Borgata Italian Deli,--Split--,102.75,,
,10/11/2024,Expense,,Hawaiian BBQ Express,--Split--,141.22,,
,10/04/2024,Expense,,,--Split--,206.18,,
,10/02/2024,Expense,,Panera Bread,--Split--,38.49,,
,09/26/2024,Expense,,Mendocino Farms,--Split--,149.5,,
,09/21/2024,Expense,,Angry Chickz,--Split--,2.27,,
,09/21/2024,Expense,,Angry Chickz,--Split--,126.19,,
,09/18/2024,Expense,,Journey Coffee Co,--Split--,30.75,,
,09/17/2024,Expense,,Starbucks,--Split--,25.6,,
,09/12/2024,Expense,,Panda Express,--Split--,112.88,,
,09/09/2024,Expense,,Starbucks,--Split--,28.2,,
,09/07/2024,Expense,,DoorDash,--Split--,83.02,,
,09/06/2024,Expense,,DoorDash,--Split--,23.1,,
,09/06/2024,Expense,,DoorDash,--Split--,21.01,,
,09/03/2024,Expense,,Mendocino Farms,--Split--,79.62,,
,08/30/2024,Expense,,,--Split--,50,,
,08/29/2024,Expense,,,--Split--,143.4,,
,08/28/2024,Expense,,The Main Grape,Meals,65.31,,
,08/26/2024,Expense,,Raising Cane's Chicken Fingers,--Split--,38.9,,
,08/23/2024,Expense,,Kazan Japanese Cuisine,--Split--,222.9,,
,08/21/2024,Expense,,Costco,--Split--,24.25,,
,08/21/2024,Expense,,Costco,--Split--,87.65,,
,08/15/2024,Expense,,DoorDash,--Split--,89.44,,
,08/15/2024,Expense,,Chick-Fil-A,--Split--,102.82,,
,08/09/2024,Expense,,Mendocino Farms,--Split--,110.44,,
,08/05/2024,Expense,,,Meals,22.06,,
,07/31/2024,Expense,,Costco,--Split--,94.57,,
,07/30/2024,Expense,,,Meals,85.01,,
,07/30/2024,Expense,,Journey Coffee Co,Meals,21.13,,
,07/24/2024,Expense,,Pure Grain Bakery,--Split--,83.68,,
,07/20/2024,Expense,,DoorDash,--Split--,12.81,,
,07/20/2024,Expense,,DoorDash,--Split--,94.53,,
,07/19/2024,Expense,,The Beach Hut Deli,--Split--,4.34,,
,07/19/2024,Expense,,DoorDash,--Split--,140.08,,
,07/17/2024,Expense,,Teleferic Barcelona,Meals,210.93,,
,07/17/2024,Expense,,Starbucks,--Split--,36.5,,
,07/12/2024,Expense,,Chick-Fil-A,--Split--,115.62,,
,07/12/2024,Expense,,Starbucks,--Split--,14.7,,
,07/10/2024,Expense,,Peet's Coffee,--Split--,17.15,,
,07/09/2024,Expense,,Starbucks,--Split--,5.95,,
,07/09/2024,Expense,,Journey Coffee Co,--Split--,25.86,,
,07/05/2024,Expense,,Boudin Bakery,--Split--,110.41,,
,07/02/2024,Expense,,Starbucks,--Split--,12.9,,
,06/29/2024,Expense,,Costco,--Split--,6.49,,
,06/29/2024,Expense,,Costco,--Split--,54.86,,
,06/27/2024,Expense,,,Meals,662.75,,
,06/27/2024,Expense,,Peet's Coffee,--Split--,52.8,,
,06/27/2024,Expense,,Krispy Kreme,--Split--,22.49,,
,06/27/2024,Expense,,Domino's Pizza,--Split--,84.54,,
,06/26/2024,Expense,,Panera Bread,--Split--,70.88,,
,06/22/2024,Expense,,Panda Express,Meals,19.99,,
,06/21/2024,Expense,,Angry Chickz,--Split--,106.52,,
,06/21/2024,Expense,,Starbucks,--Split--,12.9,,
,06/17/2024,Expense,,Starbucks,--Split--,12.9,,
,06/14/2024,Expense,,DoorDash,--Split--,106.55,,
,06/13/2024,Expense,,McDonald's,--Split--,70.04,,
,06/12/2024,Expense,,Starbucks,--Split--,12.9,,
,06/09/2024,Expense,,Starbucks,--Split--,44,,
,06/08/2024,Expense,,,Meals,1096.54,,
,06/08/2024,Expense,,Vezer's Family Vineyard,Meals,333.53,,
,06/06/2024,Expense,,Boudin Bakery,--Split--,98.56,,
,06/05/2024,Expense,,Journey Coffee Co,--Split--,58.3,,
,05/31/2024,Expense,,Starbucks,--Split--,6.25,,
,05/31/2024,Expense,,,--Split--,41.2,,
,05/30/2024,Expense,,,--Split--,62.95,,
,05/23/2024,Expense,,Panda Express,--Split--,60.66,,
,05/23/2024,Expense,,Starbucks,--Split--,21.65,,
,05/23/2024,Expense,,,--Split--,55.82,,
,05/14/2024,Expense,,DoorDash,--Split--,52.04,,
,05/12/2024,Expense,,,Meals,105.31,,
,05/11/2024,Expense,,Angry Chickz,--Split--,110.63,,
,05/07/2024,Expense,,,Meals,42.5,,
,05/03/2024,Expense,,Five Guys,--Split--,174.72,,
,05/02/2024,Expense,,DoorDash,--Split--,23.51,,
,05/02/2024,Expense,,,--Split--,30,,
,05/01/2024,Expense,,Journey Coffee Co,--Split--,32.51,,
,04/26/2024,Expense,,Chick-Fil-A,--Split--,72.32,,
,04/24/2024,Expense,,Panera Bread,Meals,16.63,,
,04/24/2024,Expense,,Panera Bread,--Split--,42.54,,
,04/13/2025,Expense,,City of Vacaville,Licenses & Permits,65.88,,
,04/13/2025,Expense,,DEA Diversion Control Division,Licenses & Permits,888,,
,04/01/2025,Expense,,CA Sec of State,--Split--,75.53,,
,03/24/2025,Expense,,CA Sec of State,Licenses & Permits,25,,
,03/24/2025,Expense,,CA Sec of State,Licenses & Permits,20,,
,03/17/2025,Expense,,Dept of Regulatory,Licenses & Permits,379,,
,03/03/2025,Expense,,City of Vacaville,--Split--,384,,
,02/17/2025,Expense,,City of Vacaville,Licenses & Permits,105.84,,
,02/03/2025,Expense,,,--Split--,224,,
,01/31/2025,Expense,,,--Split--,224,,
,01/29/2025,Expense,,City of Napa Collections (waste),--Split--,255.02,,
,01/24/2025,Expense,,Osteopathic Medical Board of CA,Licenses & Permits,50,,
,01/13/2025,Expense,,Osteopathic Medical Board of CA,Licenses & Permits,443,,
,12/27/2024,Expense,,,--Split--,228.08,,
,12/15/2024,Expense,,City of Vacaville,Licenses & Permits,92.52,,
,12/06/2024,Expense,,CA Sec of State,Licenses & Permits,75,,
,10/30/2024,Expense,,CA Sec of State,--Split--,73,,
,10/30/2024,Expense,,CA Sec of State,--Split--,1.68,,
,10/14/2024,Expense,,City of Vacaville,Licenses & Permits,59.22,,
,09/06/2024,Expense,,,--Split--,1.75,,
,08/30/2024,Expense,,CA Sec of State,--Split--,15.31,,
,08/30/2024,Expense,,CA Sec of State,--Split--,665.5,,
,08/18/2024,Expense,,City of Vacaville,Licenses & Permits,85.86,,
,08/04/2024,Expense,,,Licenses & Permits,2675,,
,07/29/2024,Expense,,,Licenses & Permits,598,,
,06/16/2024,Expense,,City of Vacaville,Licenses & Permits,59.22,,
,05/21/2024,Check,122,CA Sec of State,Licenses & Permits,1189.57,,
,03/26/2025,Expense,,MCC Consulting,Legal & Professional Fees,3400,,
,02/26/2025,Expense,,MCC Consulting,Legal & Professional Fees,3400,,
,01/26/2025,Expense,,MCC Consulting,Legal & Professional Fees,3400,,
,12/26/2024,Expense,,MCC Consulting,Legal & Professional Fees,3400,,
,11/28/2024,Expense,,MCC Consulting,Legal & Professional Fees,1900,,
,11/26/2024,Expense,,MCC Consulting,Legal & Professional Fees,1500,,
,11/19/2024,Expense,,Acquisition.com,Legal & Professional Fees,7500,,
,10/25/2024,Expense,,MCC Consulting,Legal & Professional Fees,1500,,
,10/21/2024,Expense,,Acquisition.com,Legal & Professional Fees,12500,,
,10/19/2024,Expense,,Acquisition.com,Legal & Professional Fees,7500,,
,10/18/2024,Expense,,Acquisition.com,Legal & Professional Fees,2500,,
,09/26/2024,Expense,,Projected Growth Counseling,Legal & Professional Fees,4000,,
,07/27/2024,Expense,,LegalZoom,Legal & Professional Fees,199,,
,07/25/2024,Expense,,,Legal & Professional Fees,4850,,
,07/21/2024,Expense,,LegalZoom,Legal & Professional Fees,199,,
,07/18/2024,Expense,,,Legal & Professional Fees,2000,,
,07/18/2024,Expense,,LegalZoom,Legal & Professional Fees,90,,
,07/03/2024,Expense,,Better Medical Admin Records,Legal & Professional Fees,250,,
,06/14/2024,Expense,,Better Medical Admin Records,Legal & Professional Fees,1250,,
,05/11/2024,Expense,,Better Medical Admin Records,Legal & Professional Fees,1500,,
,05/07/2024,Expense,,,Legal & Professional Fees,750,,
,05/02/2024,Expense,,Doctors for Prov,Legal & Professional Fees,1500,,
,04/18/2025,Expense,,Browns Valley Cleaners-EC,Laundry,40,,
,04/17/2025,Expense,,Browns Valley Cleaners-EC,Laundry,30,,
,04/16/2025,Expense,,The Laundry Room,Laundry,58,,
,04/11/2025,Expense,,Browns Valley Cleaners-EC,Laundry,45,,
,04/10/2025,Expense,,Browns Valley Cleaners-EC,Laundry,27.5,,
,04/09/2025,Expense,,The Laundry Room,Laundry,138.13,,
,04/04/2025,Expense,,Browns Valley Cleaners-EC,Laundry,57.5,,
,04/03/2025,Expense,,Browns Valley Cleaners-EC,Laundry,32.5,,
,04/02/2025,Expense,,The Laundry Room,Laundry,87.75,,
,03/28/2025,Expense,,Browns Valley Cleaners-EC,Laundry,35,,
,03/27/2025,Expense,,The Laundry Room,Laundry,104.63,,
,03/27/2025,Expense,,Browns Valley Cleaners-EC,Laundry,35,,
,03/23/2025,Expense,,The Laundry Room,Laundry,60.75,,
,03/21/2025,Expense,,Browns Valley Cleaners-EC,Laundry,12.5,,
,03/20/2025,Expense,,Browns Valley Cleaners-EC,Laundry,35,,
,03/19/2025,Expense,,The Laundry Room,Laundry,88.75,,
,03/16/2025,Expense,,The Laundry Room,Laundry,50,,
,03/14/2025,Expense,,Browns Valley Cleaners-EC,Laundry,35,,
,03/13/2025,Expense,,Browns Valley Cleaners-EC,Laundry,15,,
,03/11/2025,Expense,,The Laundry Room,Laundry,78.13,,
,03/07/2025,Expense,,The Laundry Room,Laundry,50,,
,03/07/2025,Expense,,Browns Valley Cleaners-EC,Laundry,45,,
,03/06/2025,Expense,,Browns Valley Cleaners-EC,Laundry,30,,
,03/05/2025,Expense,,The Laundry Room,Laundry,124.75,,
,02/28/2025,Expense,,The Laundry Room,Laundry,111.63,,
,02/28/2025,Expense,,Browns Valley Cleaners-EC,Laundry,80,,
,02/27/2025,Expense,,Browns Valley Cleaners-EC,Laundry,20,,
,02/21/2025,Expense,,Browns Valley Cleaners-EC,Laundry,72.5,,
,02/20/2025,Expense,,Browns Valley Cleaners-EC,Laundry,62.5,,
,02/19/2025,Expense,,The Laundry Room,Laundry,149.13,,
,02/13/2025,Expense,,Browns Valley Cleaners-EC,Laundry,37.5,,
,02/11/2025,Expense,,The Laundry Room,Laundry,100,,
,02/07/2025,Expense,,Browns Valley Cleaners-EC,Laundry,17.5,,
,02/06/2025,Expense,,The Laundry Room,Laundry,50,,
,02/06/2025,Expense,,Browns Valley Cleaners-EC,Laundry,32.5,,
,02/05/2025,Expense,,The Laundry Room,Laundry,103.25,,
,01/31/2025,Expense,,Browns Valley Cleaners-EC,Laundry,40,,
,01/30/2025,Expense,,The Laundry Room,Laundry,50,,
,01/30/2025,Expense,,Browns Valley Cleaners-EC,Laundry,37.5,,
,01/29/2025,Expense,,The Laundry Room,Laundry,100.63,,
,01/24/2025,Expense,,The Laundry Room,Laundry,120.25,,
,01/24/2025,Expense,,Browns Valley Cleaners-EC,Laundry,35,,
,01/23/2025,Expense,,Browns Valley Cleaners-EC,Laundry,22.5,,
,01/20/2025,Expense,,The Laundry Room,Laundry,128.83,,
,01/17/2025,Expense,,Browns Valley Cleaners-EC,Laundry,100,,
,01/15/2025,Expense,,The Laundry Room,Laundry,66.5,,
,01/10/2025,Expense,,Browns Valley Cleaners-EC,Laundry,30,,
,01/09/2025,Expense,,Browns Valley Cleaners-EC,Laundry,42.5,,
,01/08/2025,Expense,,The Laundry Room,Laundry,115.88,,
,01/03/2025,Expense,,Browns Valley Cleaners-EC,Laundry,10,,
,12/31/2024,Expense,,The Laundry Room,Laundry,133.13,,
,12/31/2024,Expense,,Browns Valley Cleaners-EC,Laundry,35,,
,12/20/2024,Expense,,Browns Valley Cleaners-EC,Laundry,75,,
,12/19/2024,Expense,,The Laundry Room,Laundry,67,,
,12/16/2024,Expense,,The Laundry Room,Laundry,49.25,,
,12/13/2024,Expense,,Browns Valley Cleaners-EC,Laundry,32.5,,
,12/12/2024,Expense,,Browns Valley Cleaners-EC,Laundry,47.5,,
,12/09/2024,Expense,,The Laundry Room,Laundry,71.88,,
,12/06/2024,Expense,,Browns Valley Cleaners-EC,Laundry,52.5,,
,12/05/2024,Expense,,The Laundry Room,Laundry,50,,
,11/28/2024,Expense,,Browns Valley Cleaners-EC,Laundry,12.5,,
,11/22/2024,Expense,,Browns Valley Cleaners-EC,Laundry,27.5,,
,11/21/2024,Expense,,Browns Valley Cleaners-EC,Laundry,20,,
,11/15/2024,Expense,,Browns Valley Cleaners-EC,Laundry,40,,
,11/14/2024,Expense,,Browns Valley Cleaners-EC,Laundry,17.5,,
,11/08/2024,Expense,,Browns Valley Cleaners-EC,Laundry,52.5,,
,11/07/2024,Expense,,Browns Valley Cleaners-EC,Laundry,20,,
,11/01/2024,Expense,,Browns Valley Cleaners-EC,Laundry,32.5,,
,11/01/2024,Expense,,Browns Valley Cleaners-EC,Laundry,32.5,,
,10/26/2024,Expense,,Browns Valley Cleaners-EC,Laundry,20,,
,10/25/2024,Expense,,Browns Valley Cleaners-EC,Laundry,25,,
,10/19/2024,Expense,,Browns Valley Cleaners-EC,Laundry,30,,
,10/18/2024,Expense,,Browns Valley Cleaners-EC,Laundry,20,,
,10/12/2024,Expense,,Browns Valley Cleaners-EC,Laundry,47.5,,
,10/11/2024,Expense,,Browns Valley Cleaners-EC,Laundry,50,,
,10/05/2024,Expense,,Browns Valley Cleaners-EC,Laundry,47.5,,
,10/04/2024,Expense,,Browns Valley Cleaners-EC,Laundry,50,,
,09/28/2024,Expense,,Browns Valley Cleaners-EC,Laundry,60,,
,09/27/2024,Expense,,Browns Valley Cleaners-EC,Laundry,47.5,,
,09/20/2024,Expense,,Browns Valley Cleaners-EC,Laundry,60,,
,09/14/2024,Expense,,Browns Valley Cleaners-EC,Laundry,102.5,,
,09/07/2024,Expense,,Browns Valley Cleaners-EC,Laundry,30,,
,09/06/2024,Expense,,Browns Valley Cleaners-EC,Laundry,32.5,,
,08/31/2024,Expense,,Browns Valley Cleaners-EC,Laundry,102.5,,
,08/30/2024,Expense,,Browns Valley Cleaners-EC,Laundry,17.5,,
,08/24/2024,Expense,,Browns Valley Cleaners-EC,Laundry,32.5,,
,08/23/2024,Expense,,Browns Valley Cleaners-EC,Laundry,22.5,,
,08/17/2024,Expense,,Browns Valley Cleaners-EC,Laundry,37.5,,
,08/15/2024,Expense,,Browns Valley Cleaners-EC,Laundry,32.5,,
,08/10/2024,Expense,,Browns Valley Cleaners-EC,Laundry,22.5,,
,08/09/2024,Expense,,Browns Valley Cleaners-EC,Laundry,22.5,,
,08/03/2024,Expense,,Browns Valley Cleaners-EC,Laundry,40,,
,08/01/2024,Expense,,Browns Valley Cleaners-EC,Laundry,30,,
,07/27/2024,Expense,,Browns Valley Cleaners-EC,Laundry,57.5,,
,07/26/2024,Expense,,Browns Valley Cleaners-EC,Laundry,17.5,,
,07/20/2024,Expense,,Browns Valley Cleaners-EC,Laundry,47.5,,
,07/19/2024,Expense,,Browns Valley Cleaners-EC,Laundry,45,,
,07/13/2024,Expense,,Browns Valley Cleaners-EC,Laundry,45,,
,07/12/2024,Expense,,Browns Valley Cleaners-EC,Laundry,67.5,,
,06/29/2024,Expense,,Browns Valley Cleaners-EC,Laundry,27.5,,
,06/28/2024,Expense,,Browns Valley Cleaners-EC,Laundry,32.5,,
,06/21/2024,Expense,,Browns Valley Cleaners-EC,Laundry,47.5,,
,06/20/2024,Expense,,Browns Valley Cleaners-EC,Laundry,35,,
,06/14/2024,Expense,,Browns Valley Cleaners-EC,Laundry,17.5,,
,06/13/2024,Expense,,Browns Valley Cleaners-EC,Laundry,30,,
,06/07/2024,Expense,,Browns Valley Cleaners-EC,Laundry,47.5,,
,06/06/2024,Expense,,Browns Valley Cleaners-EC,Laundry,40,,
,06/01/2024,Expense,,Browns Valley Cleaners-EC,Laundry,30,,
,05/31/2024,Expense,,Browns Valley Cleaners-EC,Laundry,30,,
,05/29/2024,Expense,,Browns Valley Cleaners-EC,Laundry,25,,
,05/24/2024,Expense,,Browns Valley Cleaners-EC,Laundry,37.5,,
,05/17/2024,Expense,,Browns Valley Cleaners-EC,Laundry,32.5,,
,05/16/2024,Expense,,Browns Valley Cleaners-EC,Laundry,32.5,,
